"14","1","long","276220","market","2021-04-18 15:05:00","55329.5","2021-04-18 15:05:00","market","2021-04-18 15:23:00","55449.0","2021-04-18 15:23:00","0.00000000","profit","205.0","0.01848546","2.1","0.88828139","-0.11171861","-11","-30","0","0.0","1_long,2_long"
"15","1","short","280230","market","2021-04-18 15:23:00","55449.0","2021-04-18 15:23:00","market","2021-04-18 15:44:00","55105.0","2021-04-18 15:44:00","0.00000000","profit","940.9","0.08537442","9.6","0.97365581","-0.02634419","-3","-30","0","0.0","1_short,2_short"
"16","1","long","275630","market","2021-04-18 15:44:00","55105.0","2021-04-18 15:44:00","market","2021-04-18 16:05:00","55586.5","2021-04-18 16:05:00","0.00000000","profit","461.0","0.04146728","4.3","1.01512309","0.01512309","2","-30","0","0.0","1_long,2_long"
"17","1","short","281210","market","2021-04-18 16:05:00","55586.5","2021-04-18 16:05:00","market","2021-04-18 16:50:00","55590.0","2021-04-18 16:50:00","0.00000000","profit","652.4","0.05867520","5.8","1.07379829","0.07379829","7","-30","0","0.0","1_short,2_short"
"18","1","long","278020","market","2021-04-18 16:50:00","55590.0","2021-04-18 16:50:00","market","2021-04-18 17:13:00","55611.0","2021-04-18 17:13:00","0.00000000","profit","6.5","0.00058441","0.1","1.07438270","0.07438270","7","-30","0","0.0","1_long,2_long"
"19","1","long","276840","market","2021-04-18 17:13:00","55611.0","2021-04-18 17:13:00","market","2021-04-18 18:45:00","55373.0","2021-04-18 18:45:00","0.00000000","profit","5.5","0.00049664","0.0","1.07487934","0.07487934","7","-30","0","0.0","1_long,2_long"
"20","1","short","281240","market","2021-04-18 18:45:00","55373.0","2021-04-18 18:45:00","market","2021-04-18 19:18:00","55654.5","2021-04-18 19:18:00","0.00000000","profit","592.9","0.05326715","5.0","1.12814649","0.12814649","13","-30","0","0.0","1_short,2_short"
"21","1","long","278020","market","2021-04-18 19:18:00","55654.5","2021-04-18 19:18:00","market","2021-04-18 19:34:00","55740.0","2021-04-18 19:34:00","0.00000000","profit","135.5","0.01215454","1.1","1.14030102","0.14030102","14","-30","0","0.0","1_long,2_long"
"22","1","short","281280","market","2021-04-18 19:34:00","55740.0","2021-04-18 19:34:00","market","2021-04-18 21:19:00","56151.0","2021-04-18 21:19:00","0.00000000","profit","106.0","0.00943867","0.8","1.14973969","0.14973969","15","-30","0","0.0","1_short,2_short"
"23","1","long","280870","market","2021-04-18 21:19:00","56151.0","2021-04-18 21:19:00","market","2021-04-18 22:07:00","56465.0","2021-04-18 22:07:00","0.00000000","profit","291.0","0.02576817","2.2","1.17550787","0.17550787","18","-30","0","0.0","1_long,2_long"
"24","1","short","285320","market","2021-04-18 22:07:00","56465.0","2021-04-18 22:07:00","market","2021-04-18 22:24:00","56346.5","2021-04-18 22:24:00","0.00000000","profit","718.5","0.06375617","5.4","1.23926404","0.23926404","24","-30","0","0.0","1_short,2_short"
"25","1","long","282100","market","2021-04-18 22:24:00","56346.5","2021-04-18 22:24:00","market","2021-04-18 22:39:00","56580.5","2021-04-18 22:39:00","0.00000000","profit","160.0","0.01413902","1.1","1.25340306","0.25340306","25","-30","0","0.0","1_long,2_long"
"26","1","short","285880","market","2021-04-18 22:39:00","56580.5","2021-04-18 22:39:00","market","2021-04-18 23:09:00","56626.0","2021-04-18 23:09:00","0.00000000","profit","550.1","0.04857301","3.9","1.30197607","0.30197607","30","-30","0","0.0","1_short,2_short"
