"1","1","long","298650","market","2021-04-18 00:33:00","59730.5","2021-04-18 00:33:00","market","2021-04-18 01:43:00","59761.0","2021-04-18 01:43:00","0.00000000","profit","30.5","0.00255181","0.3","1.00255181","0.00255181","0","0","0","0.0","1_long,2_long"
"2","1","short","301410","market","2021-04-18 01:43:00","59761.0","2021-04-18 01:43:00","market","2021-04-18 02:02:00","59440.0","2021-04-18 02:02:00","0.00000000","profit","842.4","0.07085717","7.1","1.07340898","0.07340898","7","0","0","0.0","1_short,2_short"
"3","1","long","297070","market","2021-04-18 02:02:00","59440.0","2021-04-18 02:02:00","market","2021-04-18 04:01:00","55265.5","2021-04-18 04:01:00","0.00000000","loss","-4149.0","-0.37536665","-35.0","0.69804233","-0.30195767","-30","-30","0","0.0","1_long,2_long"
"4","1","short","276310","market","2021-04-18 04:01:00","55265.5","2021-04-18 04:01:00","market","2021-04-18 04:59:00","54935.5","2021-04-18 04:59:00","0.00000000","profit","326.7","0.02973024","4.3","0.72777257","-0.27222743","-27","-30","0","0.0","1_short,2_short"
"5","1","short","281250","market","2021-04-18 04:59:00","54935.5","2021-04-18 04:59:00","market","2021-04-18 06:42:00","55878.0","2021-04-18 06:42:00","0.00000000","profit","372.4","0.03332547","4.6","0.76109804","-0.23890196","-24","-30","0","0.0","1_short,2_short"
"6","1","long","278400","market","2021-04-18 06:42:00","55878.0","2021-04-18 06:42:00","market","2021-04-18 07:10:00","56213.0","2021-04-18 07:10:00","0.00000000","profit","533.0","0.04740896","6.2","0.80850700","-0.19149300","-19","-30","0","0.0","1_long,2_long"
"7","1","short","283730","market","2021-04-18 07:10:00","56213.0","2021-04-18 07:10:00","market","2021-04-18 07:53:00","56400.0","2021-04-18 07:53:00","0.00000000","profit","346.3","0.03070416","3.8","0.83921116","-0.16078884","-16","-30","0","0.0","1_short,2_short"
"8","1","long","282210","market","2021-04-18 07:53:00","56400.0","2021-04-18 07:53:00","market","2021-04-18 08:33:00","56265.0","2021-04-18 08:33:00","0.00000000","loss","-177.0","-0.01572914","-1.9","0.82348202","-0.17651798","-18","-30","0","0.0","1_long,2_long"
"9","1","short","284500","market","2021-04-18 08:33:00","56265.0","2021-04-18 08:33:00","market","2021-04-18 08:55:00","55348.5","2021-04-18 08:55:00","0.00000000","profit","1550.9","0.14010113","17.0","0.96358315","-0.03641685","-4","-30","0","0.0","1_short,2_short"
"10","1","long","276500","market","2021-04-18 08:55:00","55348.5","2021-04-18 08:55:00","market","2021-04-18 10:14:00","55350.5","2021-04-18 10:14:00","0.00000000","profit","51.0","0.00460705","0.5","0.96819020","-0.03180980","-3","-30","0","0.0","1_long,2_long"
"11","1","short","279330","market","2021-04-18 10:14:00","55350.5","2021-04-18 10:14:00","market","2021-04-18 10:32:00","55124.0","2021-04-18 10:32:00","0.00000000","profit","741.1","0.06722405","6.9","1.03541424","0.03541424","4","-30","0","0.0","1_short,2_short"
"12","1","long","275250","market","2021-04-18 10:32:00","55124.0","2021-04-18 10:32:00","market","2021-04-18 12:14:00","54039.5","2021-04-18 12:14:00","0.00000000","loss","-1010.5","-0.09349642","-9.0","0.94191782","-0.05808218","-6","-30","0","0.0","1_long,2_long"
"13","1","short","272660","market","2021-04-18 12:14:00","54039.5","2021-04-18 12:14:00","market","2021-04-18 15:05:00","55329.5","2021-04-18 15:05:00","0.00000000","loss","-798.1","-0.07212188","-7.7","0.86979594","-0.13020406","-13","-30","0","0.0","1_short,2_short"
